Back to Contents,Data 1: Export Volumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,N9130US2,N9132US2,N9132CN2,N9132MX2,N9133US2,NGM_EPG0_EVT_NUS-Z00_MMCF,NGM_EPG0_EVE_NUS-Z00_MMCF,NGM_EPG0_EVE_NUS-NAC_MMCF,NGM_EPG0_EVE_NUS-NAT_MMCF,NGM_EPG0_EVE_NUS-NBF_MMCF,NGM_EPG0_EVE_NUS-NBG_MMCF,NGM_EPG0_EVE_NUS-NBB_MMCF,NGM_EPG0_EVE_NUS-NBE_MMCF,NGM_EPG0_EVE_NUS-NBR_MMCF,NGM_EPG0_EVE_NUS-NCI_MMCF,NGM_EPG0_EVE_NUS-NCH_MMCF,NGM_EPG0_EVE_NUS-NCO_MMCF,NGM_EPG0_EVE_NUS-NHR_MMCF,NGM_EPG0_EVE_NUS-NDR_MMCF,NGM_EPG0_EVE_NUS-NEG_MMCF,NGM_EPG0_EVE_NUS-NFI_MMCF,NGM_EPG0_EVE_NUS-NFR_MMCF,NGM_EPG0_EVE_NUS-NGM_MMCF,NGM_EPG0_EVE_NUS-NGR_MMCF,NGM_EPG0_EVE_NUS-NHA_MMCF,NGM_EPG0_EVE_NUS-NIN_MMCF,NGM_EPG0_EVE_NUS-NID_MMCF,NGM_EPG0_EVE_NUS-NIS_MMCF,NGM_EPG0_EVE_NUS-NIT_MMCF,NGM_EPG0_EVE_NUS-NJM_MMCF,NGM_EPG0_EVE_NUS-NJA_MMCF,NGM_EPG0_EVE_NUS-NJO_MMCF,NGM_EPG0_EVE_NUS-NKU_MMCF,NGM_EPG0_EVE_NUS-NLH_MMCF,NGM_EPG0_EVE_NUS-NMY_MMCF,NGM_EPG0_EVE_NUS-NM6_MMCF,NGM_EPG0_EVE_NUS-NMX_MMCF,NGM_EPG0_EVE_NUS-NNL_MMCF,NGM_EPG0_EVE_NUS-NNU_MMCF,NGM_EPG0_EVE_NUS-NPK_MMCF,NGM_EPG0_EVE_NUS-NPM_MMCF,NGM_EPG0_EVE_NUS-NPL_MMCF,NGM_EPG0_EVE_NUS-NPO_MMCF,NGM_EPG0_EVE_NUS-NRS_MMCF,NGM_EPG0_EVE_NUS-NSN_MMCF,NGM_EPG0_EVE_NUS-NKS_MMCF,NGM_EPG0_EVE_NUS-NSP_MMCF,NGM_EPG0_EVE_NUS-NTW_MMCF,NGM_EPG0_EVE_NUS-NTH_MMCF,NGM_EPG0_EVE_NUS-NTU_MMCF,NGM_EPG0_EVE_NUS-NTC_MMCF,NGM_EPG0_EVE_NUS-NUK_MMCF,NGM_EPG0_ETR_NUS-Z00_MMCF,NGM_EPG0_ETR_NUS-NCA_MMCF,NGM_EPG0_ETR_NUS-NMX_MMCF,NGM_EPG0_ERE_NUS-Z00_MMCF,NGM_EPG0_ERE_NUS-NAT_MMCF,NGM_EPG0_ERE_NUS-NBR_MMCF,NGM_EPG0_ERE_NUS-NCI_MMCF,NGM_EPG0_ERE_NUS-NCH_MMCF,NGM_EPG0_ERE_NUS-NEG_MMCF,NGM_EPG0_ERE_NUS-NIN_MMCF,NGM_EPG0_ERE_NUS-NJA_MMCF,NGM_EPG0_ERE_NUS-NMX_MMCF,NGM_EPG0_ERE_NUS-NPO_MMCF,NGM_EPG0_ERE_NUS-NKS_MMCF,NGM_EPG0_ERE_NUS-NSP_MMCF,NGM_EPG0_ERE_NUS-NTU_MMCF,NGM_EPG0_ERE_NUS-NUK_MMCF,NGM_EPG0_ENC_NUS-Z00_MMCF,NGM_EPG0_ENC_NUS-NCA_MMCF
2013-11-15,113682,110912,59903,51009,2747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,15,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
2013-12-15,117329,117281,72988,44293,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
2014-01-15,134807,134746,81939,52807,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32
2014-02-15,138550,135827,84535,51291,2694,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,18,2664,0,2664,0,0,0,0,0,0,0,0,0,0,0,29,29
2014-03-15,149508,149455,91436,58019,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
2014-04-15,121928,121877,65157,56719,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
2014-05-15,114105,112175,49976,62199,1907,1907,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
2014-06-15,119864,119828,54581,65247,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
2014-07-15,127301,124462,55096,69366,2827,2827,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
2014-08-15,115376,112513,46888,65624,2863,2863,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09-15,119891,116987,52153,64834,2904,2904,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10-15,115069,112156,51838,60318,2904,2904,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
2014-11-15,120861,120814,62327,58487,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
2014-12-15,136982,136932,73331,63601,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
2015-01-15,144522,141663,73028,68635,2832,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,21,2805,0,2805,0,0,0,0,0,0,0,0,0,0,0,27,27
2015-02-15,144955,142190,77594,64596,2748,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,16,2728,0,2728,0,0,0,0,0,0,0,0,0,0,0,17,17
2015-03-15,163967,163925,89639,74286,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
2015-04-15,130328,130283,53086,77196,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
2015-05-15,134274,131477,44672,86805,2769,2769,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748,0,0,0,0,21,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
2015-06-15,138179,135382,44658,90724,2774,2774,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,0,0,0,0,20,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
2015-07-15,143820,141027,39995,101031,2771,2771,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
2015-08-15,144885,142117,40986,101131,2763,2763,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
2015-09-15,162573,159806,59695,100111,2767,2767,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2755,0,0,0,0,12,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-15,158517,155744,57430,98314,2769,2769,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2015-11-15,155739,152750,61260,91490,2969,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,21,2947,0,0,0,0,2947,0,0,0,0,0,0,0,0,20,20
2015-12-15,161754,158555,58603,99952,3172,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27,3145,0,0,0,0,0,0,0,0,0,0,0,3145,0,27,27
2016-01-15,168521,168470,69629,98841,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
2016-02-15,162757,159426,62192,97234,3309,2019,1995,0,0,0,0,2,0,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,1290,0,1290,0,0,0,0,0,0,0,0,0,0,0,22,22
2016-03-15,194915,184816,81403,103413,10078,9532,9507,0,0,0,0,2,0,3270,0,0,0,0,0,0,0,0,0,0,0,2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3391,0,24,0,24,547,0,0,0,0,0,547,0,0,0,0,0,0,0,21,21
2016-04-15,177853,167789,62931,104857,10036,10036,10013,0,6310,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
2016-05-15,188274,178375,62768,115606,9874,9874,9841,0,0,0,0,1,0,0,6230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
2016-06-15,183013,166551,50715,115836,16445,16445,16423,0,8161,0,0,2,0,0,4643,0,0,0,0,0,0,0,0,0,0,3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
2016-07-15,188682,172923,49750,123173,15739,15739,15711,0,0,0,0,8,0,0,6074,3132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2930,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
2016-08-15,214226,187458,55012,132446,26768,26014,25984,0,2190,0,0,11,0,3933,9518,0,0,0,2945,0,0,0,0,0,0,3701,0,0,0,0,0,0,0,0,0,0,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,754,612,142,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-15,201986,185222,61499,123722,16764,16764,16729,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3639,0,0,0,0,0,3362,3458,0,0,0,3315,0,0,0,0,0,0,0,0,0,0,0,0,2941,0,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-15,176466,173455,43471,129984,3000,3000,2957,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
2016-11-15,227919,194922,74544,120378,32976,32976,32928,0,0,0,0,18,0,0,2940,7341,0,0,0,0,0,0,0,0,0,3115,0,0,3328,0,0,0,0,0,0,0,13300,0,0,0,0,0,0,0,0,0,0,0,0,2886,0,0,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
2016-12-15,250836,208993,97178,111815,41825,41825,41784,0,0,0,0,22,0,0,0,6747,0,0,0,3606,0,0,0,0,0,0,0,0,0,0,11137,0,0,0,0,0,7169,0,0,0,0,0,0,0,0,10166,0,0,0,2936,0,0,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
2017-01-15,269960,218600,98811,119789,51342,51342,51257,0,0,0,0,22,0,0,0,3391,0,0,0,0,0,0,0,0,0,3623,0,0,0,0,10533,5368,0,0,0,867,14010,0,0,0,0,0,3442,0,0,0,10002,0,0,0,0,0,85,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19
2017-02-15,253227,201167,87798,113370,52042,52042,51998,0,0,0,0,15,0,0,2950,10338,0,0,0,0,0,0,0,0,0,3399,0,0,0,0,3705,2945,3378,0,0,0,14407,0,0,0,0,0,1692,0,0,0,1766,0,0,7402,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
2017-03-15,273345,229765,99914,129851,43553,43553,43489,0,0,0,0,20,0,0,2951,0,0,0,2934,0,0,0,0,0,0,0,0,0,0,0,0,6655,3360,0,0,0,10728,0,0,3166,0,0,0,0,0,7042,0,0,3113,3521,0,0,64,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27
2017-04-15,242424,191732,80532,111200,50669,50669,50599,0,10135,0,0,15,0,0,5894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7398,0,6784,0,0,0,13730,0,0,0,0,0,0,0,0,3295,0,0,0,0,3347,0,70,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
2017-05-15,248867,188062,63949,124114,60782,60782,60756,0,3192,0,0,15,0,3676,0,3514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3667,3453,3281,0,0,0,10023,3042,0,0,0,3440,3625,0,0,6818,0,2949,0,0,10062,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23
2017-06-15,253322,200844,66725,134118,52462,52462,52443,0,2949,0,0,16,0,0,3657,0,0,0,0,0,0,0,0,0,0,3413,0,0,3120,0,3683,0,0,0,0,0,24763,0,0,0,0,0,0,0,0,7431,0,0,0,0,0,3410,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
2017-07-15,248801,195201,59760,135441,53592,53592,53548,0,0,0,0,10,0,3642,3256,7218,0,0,0,3464,0,0,0,0,0,0,0,0,0,0,0,0,3410,0,0,0,14432,0,0,0,0,0,3662,0,0,14238,217,0,0,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
2017-08-15,247302,201833,66336,135496,45468,45468,45435,0,0,0,0,16,0,0,0,0,0,0,0,3317,0,0,0,0,0,0,0,0,3372,0,3614,7393,0,3431,0,0,6860,0,0,0,0,0,3399,0,0,10320,3712,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-09-15,248916,194183,69631,124553,54733,54733,54679,0,0,0,0,14,0,3364,0,10056,0,0,2922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,0,0,10286,0,0,0,0,0,0,0,0,17514,3666,0,0,3443,0,0,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-15,279775,199576,68143,131433,80195,79773,79708,0,0,0,0,17,0,6967,3675,24588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6725,3373,0,0,0,0,6686,0,0,0,0,0,0,0,0,21577,2980,3121,0,0,0,0,65,0,65,422,0,0,0,0,0,0,0,422,0,0,0,0,0,4,4
2017-11-15,287727,207607,73857,133750,80100,80100,80013,0,0,0,0,20,0,0,0,20871,0,0,2835,0,0,0,0,0,0,7057,0,0,0,0,0,0,0,0,0,0,10760,0,0,0,0,0,3702,0,0,21141,3617,2934,0,7076,0,0,87,2,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
2017-12-15,300138,217521,80924,136597,82604,82604,82499,0,0,2,0,19,0,0,3362,23433,0,0,0,0,0,0,0,0,0,3427,0,0,0,0,13893,7135,0,0,0,0,3635,0,0,0,0,0,0,0,0,20810,3370,0,0,3413,0,0,105,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
2018-01-15,300234,227758,91120,136638,72463,72463,72358,0,0,4,0,20,0,0,2938,13584,0,0,0,6554,0,0,0,0,0,3596,0,0,0,0,3615,0,0,0,0,0,10431,0,0,3368,0,0,3247,0,0,21286,0,0,0,3714,0,0,105,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
2018-02-15,275652,201968,76340,125628,73684,73684,73613,0,0,12,0,20,0,0,3249,6750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7099,3300,0,0,0,0,14777,0,0,0,0,0,0,0,0,28322,0,6806,0,3279,0,0,71,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-15,291468,199901,67652,132249,91542,91542,91486,0,3333,16,0,13,0,3272,6994,10739,0,0,1821,0,0,0,0,0,0,10834,0,0,0,0,0,3694,0,0,0,0,28877,0,0,3108,1442,0,0,0,0,11079,0,0,0,0,0,6267,56,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
2018-04-15,278941,193227,62641,130586,85684,85684,85680,0,5217,8,0,8,0,3255,4987,17509,1599,0,0,0,0,0,0,0,0,3254,0,0,0,0,10967,3293,0,0,0,0,11074,3253,0,3258,0,0,0,0,0,17996,0,0,0,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
2018-05-15,272116,177289,39689,137600,94797,94797,94791,0,5392,11,0,13,0,1153,0,10416,0,0,1023,0,0,0,0,0,0,7118,0,3270,0,0,12782,10572,6496,0,0,0,13512,0,0,3222,2077,0,0,0,0,17735,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
2018-06-15,261995,188431,50976,137454,73535,73535,73518,0,0,14,0,10,0,0,5865,2926,1113,0,0,0,0,0,0,0,0,6717,0,0,0,0,9820,3201,0,0,0,0,26591,0,0,0,0,0,0,0,0,13994,0,3268,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
2018-07-15,305997,207736,56880,150856,98240,98240,98213,0,2939,11,0,10,0,12540,6525,10644,1521,0,0,0,0,0,0,0,0,5918,0,0,0,0,13438,0,0,0,0,2927,21237,0,0,0,0,0,0,0,0,14040,3230,3234,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
2018-08-15,311449,219909,65677,154231,91526,91526,91493,0,10679,10,0,13,0,15425,0,3588,867,0,2992,0,0,0,0,0,0,0,0,0,0,0,10286,3677,3485,0,0,0,20708,0,0,0,0,0,2296,0,0,17467,0,0,0,0,0,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
2018-09-15,301742,220355,70393,149961,81381,81381,81361,0,0,12,0,14,0,0,3675,0,0,0,0,0,0,0,0,0,0,5910,0,0,6468,0,16698,0,0,0,0,0,10559,2915,0,0,0,0,3670,0,0,24179,0,0,0,0,3638,3624,19,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
2018-10-15,306653,216758,64726,152032,89886,89886,89855,0,0,12,0,14,0,0,0,7269,0,0,0,0,0,4846,0,0,0,7131,0,0,4785,0,3017,3666,0,0,0,0,7076,3071,0,0,0,0,0,0,0,34923,3551,0,0,3281,0,7213,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
2018-11-15,337789,230180,89784,140396,107585,107585,107470,0,0,13,0,20,0,0,3676,3451,0,0,0,0,0,9991,0,0,0,0,0,0,0,1303,23835,7390,0,0,0,0,6794,2949,0,0,0,3231,0,0,0,17635,3529,0,0,2956,0,20695,115,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
2018-12-15,363806,240989,100101,140888,122795,122795,122673,0,0,14,0,20,0,0,3276,3598,0,0,0,0,0,3453,0,3722,0,7156,0,0,6137,0,13977,0,0,0,0,0,10610,0,0,0,3268,0,3298,0,3679,33567,0,3423,0,9976,0,13499,121,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
2019-01-15,364787,237813,87269,150544,126957,126957,126854,0,0,11,0,17,0,0,0,3387,2934,0,0,0,0,7303,0,0,0,7030,0,0,10502,0,17495,0,0,0,0,0,14310,0,0,0,0,9762,10289,0,0,16981,6631,0,0,9829,0,10373,104,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
2019-02-15,329954,227074,91561,135514,102866,102866,102817,0,0,14,0,14,0,3234,2933,3464,0,0,2942,0,0,0,0,3394,0,6989,0,0,3454,0,10320,3695,0,0,0,0,6681,3390,0,3365,3269,0,3720,0,7249,17750,6748,0,0,6483,0,3711,49,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
2019-03-15,373539,242696,93182,149514,130814,130814,130741,0,0,11,0,14,3390,3283,10005,0,2935,0,0,0,0,20853,0,0,0,7446,0,0,6684,2320,7143,0,0,0,0,0,7038,10452,0,3282,3191,3701,0,0,6631,18013,10678,0,0,0,0,3669,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
2019-04-15,338213,211083,71333,139750,127102,127102,127016,0,4369,14,0,17,0,1201,9429,0,0,0,0,0,0,17092,0,0,2,6742,0,0,0,0,14231,3622,0,0,0,413,10406,13010,0,0,0,3414,3489,0,320,13000,10139,6349,0,2969,6787,0,87,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
2019-05-15,368568,223633,70182,153452,144913,144913,144837,0,8737,14,0,21,0,4905,6188,0,0,0,0,0,0,6621,0,3497,0,13942,0,0,6560,2890,7149,7332,3502,0,0,0,20244,10734,0,0,0,0,0,0,3397,18069,14325,3309,3401,0,0,0,75,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
2019-06-15,360226,218249,61809,156440,141956,141956,141864,0,13120,25,0,13,0,9116,19012,0,0,0,1108,0,0,0,0,0,3,3215,0,0,3072,0,14582,7342,0,0,0,0,16955,3310,0,0,3282,0,6908,0,3435,20402,13506,0,0,0,3459,0,92,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
2019-07-15,393400,236515,68613,167902,156865,156865,156764,0,13066,11,0,17,0,6949,9382,0,0,0,0,0,0,0,0,0,2,3485,0,0,9963,837,21242,3449,3405,0,0,0,24209,3386,0,3656,0,3694,6994,0,3570,32663,3297,0,0,0,3487,0,101,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
2019-08-15,384983,246391,78302,168089,138578,138578,138465,0,0,20,0,17,0,12868,6297,0,649,0,0,0,0,3249,0,0,3,7294,0,0,6082,2946,17506,3277,3401,0,0,0,13681,6688,0,0,0,3537,6051,0,0,16995,15861,7207,0,0,3502,1335,113,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
2019-09-15,394511,234222,71573,162649,160274,160274,160169,0,0,2,0,17,3404,6117,9811,0,0,0,2857,0,0,6740,0,0,9,14355,0,0,3230,0,28084,3616,0,0,0,0,10442,3431,0,6512,0,0,2924,0,0,10818,37938,0,3234,0,3325,3303,105,9,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
2019-10-15,425775,247781,76246,171535,177966,177966,177813,0,0,8,0,25,3402,3345,6608,0,0,0,2927,0,0,14228,0,0,4,6961,0,0,0,0,24504,0,0,0,0,0,6437,3456,0,3472,0,3489,6621,0,3463,42233,13704,3138,0,3528,0,26260,153,14,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
2019-11-15,441944,251305,92671,158633,190610,190609,190523,0,0,14,0,20,3293,3279,3484,0,0,0,0,0,0,26946,0,0,8,6933,0,0,6345,2464,17603,0,0,0,3698,0,3273,10099,0,3247,478,3432,0,0,0,24962,19985,3736,0,7266,0,39957,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30
2019-12-15,481757,261086,109779,151308,220646,220498,220405,0,0,11,3419,20,10407,0,7207,0,0,0,501,0,0,14758,0,7752,12,7090,0,0,12764,2435,21226,0,0,3455,0,0,9696,13405,0,3253,0,7013,6345,0,3375,38139,13874,3658,0,536,0,30054,93,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25
