Back to Contents,Data 1: Total Products Exports by Destination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,MPEEXUS1,MTXEX_NUS-NAF_1,MTXEX_NUS-NAL_1,MTXEX_NUS-NAG_1,MTXEX_NUS-NAN_1,MTXEX_NUS-NAO_1,MTXEX_NUS-NAV_1,MTXEX_NUS-NAC_1,MTXEX_NUS-NAR_1,MTXEX_NUS-NAE_1,MTXEX_NUS-NAA_1,MTXEX_NUS-NAS_1,MTXEX_NUS-NAU_1,MTXEX_NUS-NAJ_1,MTXEX_NUS-NBG_1,MTXEX_NUS-NBF_1,MTXEX_NUS-NBA_1,MTXEX_NUS-NBB_1,MTXEX_NUS-NBO_1,MTXEX_NUS-NBE_1,MTXEX_NUS-NBH_1,MTXEX_NUS-NBN_1,MTXEX_NUS-NBL_1,MTXEX_NUS-NBK_1,MTXEX_NUS-NBC_1,MTXEX_NUS-NBR_1,MTXEX_NUS-NIO_1,MTXEX_NUS-NBX_1,MTXEX_NUS-NBU_1,MTXEX_NUS-NUV_1,MTXEX_NUS-NBM_1,MTXEX_NUS-NBD_1,MTXEX_NUS-NCB_1,MTXEX_NUS-NCM_1,MTXEX_NUS-NCA_1,MTXEX_NUS-NCV_1,MTXEX_NUS-NCJ_1,MTXEX_NUS-NCD_1,MTXEX_NUS-NCI_1,MTXEX_NUS-NCH_1,MTXEX_NUS-NCK_1,MTXEX_NUS-NCO_1,MTXEX_NUS-NCN_1,MTXEX_NUS-NCF_1,MTXEX_NUS-NCG_1,MTXEX_NUS-NCS_1,MTXEX_NUS-NHR_1,MTXEX_NUS-NCU_1,M_EPP0_EEX_NUS-NUC_MBBL,MTXEX_NUS-NCY_1,MTXEX_NUS-NCZ_1,MTXEX_NUS-NDA_1,MTXEX_NUS-NDJ_1,MTXEX_NUS-NDO_1,MTXEX_NUS-NDR_1,MTXEX_NUS-NEC_1,MTXEX_NUS-NEG_1,MTXEX_NUS-NES_1,MTXEX_NUS-NEK_1,MTXEX_NUS-NER_1,MTXEX_NUS-NEN_1,MTXEX_NUS-NWZ_1,MTXEX_NUS-NET_1,MTXEX_NUS-NFK_1,MTXEX_NUS-NFJ_1,MTXEX_NUS-NFI_1,MTXEX_NUS-NFR_1,MTXEX_NUS-NFG_1,MTXEX_NUS-NFP_1,MTXEX_NUS-NFS_1,MTXEX_NUS-NGB_1,MTXEX_NUS-NGA_1,MTXEX_NUS-NGG_1,MTXEX_NUS-NGM_1,MTXEX_NUS-NGH_1,MTXEX_NUS-NGI_1,MTXEX_NUS-NGR_1,MTXEX_NUS-NGL_1,MTXEX_NUS-NGJ_1,M_EPP0_EEX_NUS-NGP_1,MTXEX_NUS-NGT_1,MTXEX_NUS-NGV_1,MTXEX_NUS-NPU_1,MTXEX_NUS-NGY_1,MTXEX_NUS-NHA_1,MTXEX_NUS-NHO_1,MTXEX_NUS-NHK_1,MTXEX_NUS-NHU_1,MTXEX_NUS-NIC_1,MTXEX_NUS-NIN_1,MTXEX_NUS-NID_1,MTXEX_NUS-NIR_1,MTXEX_NUS-NIZ_1,MTXEX_NUS-NEI_1,MTXEX_NUS-NIS_1,MTXEX_NUS-NIT_1,MTXEX_NUS-NIV_1,MTXEX_NUS-NJM_1,MTXEX_NUS-NJA_1,MTXEX_NUS-NJO_1,MTXEX_NUS-NKZ_1,MTXEX_NUS-NKE_1,MTXEX_NUS-NKR_1,MTXEX_NUS-NKS_1,MTXEX_NUS-NKG_1,MTXEX_NUS-NKT_1,MTXEX_NUS-NKU_1,MTXEX_NUS-NLA_1,MTXEX_NUS-NLG_1,MTXEX_NUS-NLE_1,MTXEX_NUS-NLI_1,MTXEX_NUS-NLY_1,MTXEX_NUS-NLS_1,MTXEX_NUS-NLH_1,MTXEX_NUS-NLU_1,MTXEX_NUS-NMC_1,MTXEX_NUS-NMK_1,MTXEX_NUS-NMA_1,MTXEX_NUS-NMI_1,MTXEX_NUS-NMY_1,MTXEX_NUS-NMV_1,MTXEX_NUS-NML_1,MTXEX_NUS-NMT_1,MTXEX_NUS-NRM_1,MTXEX_NUS-NMB_1,MTXEX_NUS-NMR_1,MTXEX_NUS-NMP_1,MTXEX_NUS-NMX_1,MTXEX_NUS-NFM_1,MTXEX_NUS-NMQ_1,MTXEX_NUS-NMD_1,MTXEX_NUS-NMN_1,MTXEX_NUS-NMG_1,M_EPP0_EEX_NUS-NMJ_1,MTXEX_NUS-NMH_1,MTXEX_NUS-NMO_1,MTXEX_NUS-NMZ_1,MTXEX_NUS-NWA_1,MTXEX_NUS-NNP_1,MTXEX_NUS-NNL_1,MTXEX_NUS-NNA_1,MTXEX_NUS-NNC_1,MTXEX_NUS-NNZ_1,MTXEX_NUS-NNU_1,MTXEX_NUS-NNG_1,MTXEX_NUS-NNI_1,MTXEX_NUS-NNE_1,MTXEX_NUS-NNO_1,MTXEX_NUS-NMU_1,MTXEX_NUS-NPK_1,MTXEX_NUS-NPS_1,MTXEX_NUS-NPM_1,MTXEX_NUS-NPP_1,MTXEX_NUS-NPF_1,MTXEX_NUS-NPA_1,MTXEX_NUS-NPE_1,MTXEX_NUS-NRP_1,MTXEX_NUS-NPL_1,MTXEX_NUS-NPO_1,MTXEX_NUS-NPZ_1,MTXEX_NUS-NQA_1,MTXEX_NUS-NRO_1,MTXEX_NUS-NRS_1,MTXEX_NUS-NSC_1,MTXEX_NUS-NST_1,MTXEX_NUS-NSB_1,MTXEX_NUS-NVC_1,MTXEX_NUS-NWS_1,MTXEX_NUS-NSM_1,MTXEX_NUS-NTP_1,MTXEX_NUS-NSA_1,MTXEX_NUS-NSG_1,M_EPP0_EEX_NUS-NRI_MBBL,MTXEX_NUS-NYI_1,MTXEX_NUS-NSE_1,MTXEX_NUS-NSL_1,MTXEX_NUS-NSN_1,M_EPP0_EEX_NUS-NNN_MBBL,MTXEX_NUS-NSK_1,MTXEX_NUS-NSI_1,MTXEX_NUS-NBP_1,MTXEX_NUS-NSF_1,MTXEX_NUS-NSP_1,MTXEX_NUS-NPG_1,MTXEX_NUS-NCE_1,MTXEX_NUS-NNS_1,MTXEX_NUS-NSW_1,MTXEX_NUS-NSZ_1,MTXEX_NUS-NSY_1,MTXEX_NUS-NTW_1,MTXEX_NUS-NTZ_1,MTXEX_NUS-NTH_1,MTXEX_NUS-NTN_1,MTXEX_NUS-NTO_1,MTXEX_NUS-NTD_1,MTXEX_NUS-NTS_1,MTXEX_NUS-NTU_1,MTXEX_NUS-NTX_1,MTXEX_NUS-NTK_1,MTXEX_NUS-NUG_1,MTXEX_NUS-NUR_1,MTXEX_NUS-NTC_1,MTXEX_NUS-NUK_1,MTXEX_NUS-NUY_1,MTXEX_NUS-NUZ_1,MTXEX_NUS-NNH_1,MTXEX_NUS-NVE_1,MTXEX_NUS-NVM_1,MTXEX_NUS-NVI_1,MTXEX_NUS-NVQ_1,MTXEX_NUS-NYE_1,MTXEX_NUS-NWI_1,MTXEX_NUS-NYO_1
Nov-2011,92834,0,,2,0,11,1,3,1262,,3,329,0,0,0,1212,1,1,,1110,98,,1,,,5100,,,0,,,202,,0,9066,,106,,3661,5000,,3074,,0,,1557,0,,63,,0,170,,0,488,2006,199,583,0,,0,,0,,0,440,855,7,0,,138,,0,1086,0,1073,234,,0,127,1785,192,,8,10,1474,11,0,0,757,7,,0,1,327,510,1,316,1850,0,1,,,813,0,,1,,0,891,,0,,0,,,,0,,10,0,,240,0,78,274,,20591,0,,0,,0,,,1187,41,0,0,6127,,0,58,37,,189,,123,0,2,,3570,0,,4,2154,4,0,,25,0,1,13,0,1,,0,0,,,8,,,,,,3291,0,,,,70,1564,,0,2,2,0,,316,,60,,0,16,163,1398,,27,0,0,5,1672,5,,,953,5,0,315,1,,
Dec-2011,112042,0,,0,,0,0,88,2461,0,332,239,9,0,,1470,281,1,,877,124,,3,,,4953,,,,,,1,0,,10277,,122,0,4836,5074,,2107,,3,,1792,54,,311,72,0,144,,0,1386,2154,427,546,0,,,,239,,0,292,2314,,,,0,0,,1228,304,1987,499,,0,128,1416,195,,3,4,803,4,,315,1204,4,,1,1,973,1118,1,542,2990,1,0,,,372,0,,1,,2,526,0,,,0,,,,,,176,,,838,0,64,504,,18122,,,0,1,0,,,1940,138,0,,10779,,,68,174,,161,,221,159,1,0,3284,,,18,821,2,0,0,23,101,0,9,0,250,,0,0,,,13,,0,,,0,4462,1,,504,,189,1732,,0,3,1,1,,13,0,16,0,598,782,0,2922,,28,,1,305,1931,17,,,2210,1,0,844,,,
Jan-2012,86532,0,,1,,2,,0,1535,,86,322,2,0,,501,1,37,,722,135,0,3,,,3468,,0,212,,,1,0,0,9128,,115,,4387,3116,,2011,,,,1886,0,,2,,0,164,,0,264,1965,1,256,0,,0,,,,0,4,1504,,0,,0,,0,453,0,1559,326,,0,74,1580,0,,3,4,1275,3,0,,923,3,,0,180,331,925,1,655,2180,0,1,9,,531,0,,1,,2,122,0,,,,,,,,,13,,,50,0,80,0,,16458,0,,,,0,,,1535,64,,,8449,,,53,4,,250,,172,108,2,,3932,,,2,1261,23,0,110,58,1,301,5,0,401,,0,0,,,7,226,,,,0,2375,0,0,111,,157,2541,,1,2,4,275,,44,,575,0,,376,0,1467,,26,,0,7,399,4,,,1182,4,0,442,0,,
Feb-2012,84698,0,0,215,,3,,68,427,,55,463,0,0,0,812,1,0,,830,87,,6,,,3196,,0,202,,,299,,,10706,,72,,5376,3582,,1712,,0,0,1281,1,,1,,0,150,,1,1136,1190,2,456,2,,,,0,,,257,2564,0,0,,0,,,292,26,4351,1,,0,156,1010,,,5,3,1836,11,,0,1137,12,,2,196,660,558,0,224,2390,830,1,0,0,750,0,,20,,0,2,,,,0,,,,,,5,,,1269,0,163,,,13929,0,,,,0,,0,562,,,,4665,,,129,5,,107,,44,57,10,0,4132,,,2,1534,8,2,228,25,127,420,7,0,1,,0,0,,,10,,,,,0,1511,1,0,150,,26,1006,,1,2,1,1,,85,,8,,,212,0,1638,,66,,,201,1716,4,,,998,2,0,2,1,,
Mar-2012,94396,0,,1,,1,0,107,997,,293,266,0,0,0,1782,2,2,,1202,2,,5,,,6223,,0,14,,,1,0,,9744,,83,,4042,3683,,2452,,0,,1550,55,,316,0,1,0,,150,1080,2569,0,512,0,,0,,,,0,137,1901,,0,,0,,1,68,0,3653,248,,0,82,1148,198,,10,13,1143,3,0,,578,4,,0,2,289,2184,2,317,2567,2,1,0,,536,,,14,,,124,0,,,1,,,,,,5,0,,495,0,82,,,18743,,,,,0,,,934,466,,,5437,,,2,8,,415,,118,61,2,,2883,1,,7,1606,46,1,214,331,1,575,7,0,0,,0,0,,,26,0,0,,,,3068,1,0,,,223,985,,1,4,1,1,,791,,9,,,18,0,1426,,27,,0,189,1149,8,2,,1023,5,0,634,1,,
Apr-2012,96925,1,0,0,,1,0,201,3045,,71,262,0,0,0,1972,1,25,,596,2,,1,,,5680,,0,,,0,0,0,0,10228,,107,,6252,2353,,2496,,0,,1455,1,,441,0,1,152,,0,1490,2740,331,51,0,,0,,,,0,5,1629,0,0,,0,,1,291,0,1091,487,0,0,0,1729,0,,4,7,1924,2,0,,798,3,,0,133,265,542,0,505,3295,1,1,,,722,,,1,,1,449,1,221,,0,,,,,,79,,,,0,129,269,0,13911,0,,0,,0,,,430,57,,,6821,,0,3,7,,1091,,116,360,0,0,4220,0,,6,1125,4,0,,89,1,0,9,0,461,,0,0,,,152,,,,,0,2365,1,0,,,99,2190,,0,2,365,0,,290,0,11,,416,513,237,2479,,131,,0,447,1851,4,0,,1628,4,0,481,0,,
May-2012,96857,0,,0,,2,0,71,3570,0,498,417,0,2,0,1245,1,43,,837,11,311,2,,,3685,,,289,,,95,,0,10258,,73,,5362,1719,,2767,,0,,1497,39,,706,,,0,0,0,1034,2639,1,360,0,0,0,,0,,0,456,3150,0,0,,0,,1,292,312,2471,13,,0,,2301,0,,3,4,1511,3,0,,1028,244,,0,1,912,506,1,303,2216,472,2,0,,538,0,0,3,,1,126,0,,,0,,,,,,6,,,,0,65,250,,15939,0,,,,0,,1,387,114,,,8183,,,1,10,,2068,,186,1,0,0,4172,,,165,753,41,1,0,38,2,0,12,0,60,,0,0,,,5,0,83,,,0,4185,1,,0,,67,1360,,0,1,1,0,,12,,10,0,,388,165,1280,0,72,0,2,11,921,55,2,,890,3,0,484,0,,
Jun-2012,95092,0,0,0,,1,0,1,2225,0,88,11,0,0,,782,0,39,,455,87,0,3,,,3936,,,212,,,86,0,,12689,,230,,4174,2694,,1995,,,0,1501,1,,176,18,1,0,0,,1835,1433,511,137,0,,0,,0,,0,22,2464,6,0,,0,,,833,1,2086,819,,1,47,2054,0,,2,35,1147,3,0,164,1089,8,,0,1,3,1319,0,359,1440,1,3,0,,488,,,1,,0,387,1,,,,,,,,,17,0,,,150,89,267,0,13786,0,,,,0,,,1376,62,,,9244,,,115,7,,646,,653,0,0,0,3891,,,6,746,2,0,447,97,0,356,13,1,149,,0,0,,,90,,,,,0,3547,0,0,96,,63,2213,,1,3,10,0,,41,,14,,,302,108,944,,95,,0,79,1301,5,,,3084,3,0,866,1,,
Jul-2012,97974,0,0,0,,0,,1,1563,,358,384,0,0,,1616,292,2,0,314,1,0,3,,,5599,,,187,,,212,0,0,11325,,106,,5343,985,,1916,,0,423,1285,57,,1,7,1,155,,0,1246,1358,1,3,0,,0,,,,,7,3838,,0,,0,,0,339,0,3312,16,,1,12,1581,1,,2,34,1369,4,,0,1741,6,,0,139,987,928,1,494,3725,465,1,0,,752,,,16,0,1,119,0,0,,0,,,,,,13,0,,,136,64,221,,17787,1,,,,0,,,894,361,305,,6500,,0,71,6,,311,,490,2,9,,3380,,,10,2407,8,0,0,96,0,301,20,,0,,0,0,,,27,,,,,,1659,0,,276,,16,1242,,0,2,1,0,,294,,10,0,76,287,136,2104,,78,,2,158,1178,3,,,1816,1,0,579,0,,
Aug-2012,93660,0,83,0,,1,0,2,1186,,8,211,0,172,0,969,5,38,0,936,10,,2,,,5859,,0,,,,0,0,0,10284,,123,,3905,1398,,2376,,2,,1343,1,,1,2,2,0,,1,1720,2186,333,4,0,,0,,,,,9,3507,1,0,,0,,1,657,1,2741,226,,1,133,677,,,9,5,1513,2,0,,1254,9,,,1,7,544,1,340,2439,965,1,0,,272,0,,3,,4,124,,0,,0,,,,,,9,0,,,92,77,,,17784,0,,,,0,,,130,112,,,6119,,,78,5,,90,,231,2,0,0,4261,0,,4,2000,10,0,0,87,0,0,10,0,1,,1,0,,,10,,,,,,5992,0,0,0,,126,935,,0,3,1,0,,344,,11,,,45,74,2164,0,25,,0,20,1155,6,3,,2571,1,0,456,0,,
Sep-2012,92873,3,0,0,,0,0,16,1349,,278,302,0,0,,779,6,1,,296,4,0,2,,,5373,,1,200,,,105,,0,11009,,129,,4121,1862,,2285,,0,,1430,0,,0,10,0,0,,0,1044,1872,285,163,12,,0,,,0,,55,2083,1,0,,,,,164,0,3994,354,,1,60,1215,0,,3,5,959,8,0,,863,104,,0,1,629,712,1,460,3073,0,1,10,,15,,,2,,0,0,1,,,,,,,,,14,,,0,63,50,,,17706,1,,,,0,,,697,75,,,5378,,1,1,8,,642,,502,3,1,0,3024,,,50,1199,166,0,0,40,0,0,12,0,249,,0,0,,,20,,,,,0,3281,0,0,,,100,1489,,0,1,0,0,,6,,9,0,196,83,450,2215,,12,,2,5,1020,4,,,5882,1,0,495,0,,
Oct-2012,98818,0,83,1,,0,1,35,626,0,435,308,0,0,0,1943,5,100,,537,1,,3,,,5511,,,,,,1,,0,10867,,135,0,2616,3374,,1897,,0,,1639,57,,1,5,4,1,,16,1009,1494,1,8,1,,0,,,,,5,1779,1,0,,0,,0,1158,0,4312,496,0,16,9,1314,6,,31,165,1503,10,0,0,505,152,,1,644,260,1082,0,548,2213,2,1,0,,498,,,2,,2,247,,0,,0,,,,,,105,,,575,60,68,0,0,20591,0,,,,0,,0,670,41,0,,7866,,2,91,9,,612,,183,5,1,,3716,0,,3,1536,3,0,226,24,116,2,7,3,33,,8,0,,,20,,,,,0,4426,0,,,,78,1006,,0,3,1,355,,565,0,13,0,399,343,125,1215,,15,,0,9,1299,3,1,,2588,2,0,117,1,,
Nov-2012,99922,0,,1,,0,0,1,1035,,26,171,,0,,1492,2,1,,278,1,0,2,,,7664,,0,225,,,2,,,10059,,133,,4028,3801,,2640,,0,,912,0,,195,4,0,152,,3,1463,1686,1,576,1,,0,,,,,369,1634,,,,0,,,30,0,1056,840,,3,1,822,0,,3,3,1242,4,0,0,2097,8,,0,2,324,841,1,420,4092,1,1,1,0,290,0,,1,,1,1,0,0,,,,,,,,5,,0,0,60,64,0,,20101,0,,,,,,0,949,36,,,8325,,,1,10,,521,,211,1,0,,4113,,,7,1846,3,1,0,19,116,305,7,0,275,,0,0,,,26,,,,0,,3800,1,0,,,63,803,,0,4,19,0,,613,0,5,,0,43,0,890,,28,,0,7,1825,177,1,3,3338,4,0,647,0,,
Dec-2012,110525,2,0,0,,0,0,132,1539,,773,631,0,,,1218,0,25,,138,2,,5,,,4487,,0,,,,1,0,1,11327,,128,,4583,2609,,2901,,0,0,1835,45,,1,5,1,210,,17,1975,1927,2,519,0,,,,,,,65,2391,,0,,138,,0,298,0,1816,75,,8,,1371,0,,4,5,1052,5,0,0,1339,3,,2,1,667,703,1,563,2952,3,0,,,598,0,,0,,1,399,1,0,,2,,,,0,,10,0,,,70,64,,,20022,0,,,,0,,,370,28,0,,10352,,0,383,7,,1406,,168,2,1,,4542,,,4,2073,3,0,186,20,0,0,8,3,180,,6,0,,,128,210,,,,,6049,1,0,0,,85,904,,1,3,83,0,,586,,9,0,698,177,396,1768,,25,0,0,328,1348,2,,,6111,5,0,194,1,,
Jan-2013,85936,2,0,317,,1,0,1,1482,,305,473,0,0,,979,291,1,,819,1,,5,,,2890,,0,,,,155,,0,11159,,51,,3700,3961,,3336,,,,1683,0,,1,2,0,0,0,0,723,2392,4,25,1,,,,,,,1,2063,7,0,,0,,0,50,0,382,0,,0,16,777,,0,3,2,1047,543,0,0,419,3,,1,174,335,213,,537,3593,1,1,,,615,0,,5,0,0,1,,0,,0,,,,,,11,0,,257,61,24,0,,14789,0,,,,0,,,204,88,0,,3655,,2,1,35,,1125,,84,2,0,,5215,,,2,2016,58,1,220,251,115,255,11,0,494,,1,0,,,43,,,,,,1549,1,0,,,150,257,,0,3,1,,,244,0,29,0,925,20,,1418,,22,,0,864,800,255,,,3490,5,0,1330,1,,
Feb-2013,88131,0,110,306,,0,0,0,879,0,1,173,0,0,0,1204,4,28,0,196,1,,3,,,6862,,,191,,,1,0,0,11685,,165,0,3455,2184,,2997,,0,,1401,58,,196,5,0,0,,2,1731,3340,2,127,2,,,,0,,,7,479,1,0,,0,,,18,0,1508,341,,1,,2087,0,,2,4,1190,10,0,0,912,4,,0,0,656,618,2,589,2571,1,1,,,41,0,,0,,1,1,,1,,0,,,,77,,3,,,258,,,,,16496,0,,0,,0,,,796,55,,0,5177,,,1,5,,812,,60,1,1,,4879,0,,8,1168,96,1,0,24,0,193,10,0,244,,0,0,,,30,0,,,,0,3757,0,0,44,,4,373,,0,4,1,0,,544,,24,,87,23,0,1049,,22,0,0,140,433,3,,,2057,4,1,810,0,,
Mar-2013,93137,0,,0,0,2,1,0,474,,288,225,0,0,,1645,2,1,,776,1,,4,,,3575,,,240,,,72,0,0,10500,,168,0,4173,3052,,2309,,0,0,1642,0,,1,11,1,182,,0,1863,2130,289,310,0,,1,,,,,5,2374,1,0,,0,,,611,1,1157,72,,1,1,1209,43,0,2,6,2025,7,,0,1324,4,,0,2,329,1435,1,513,2874,467,0,0,0,8,0,,3,0,1,361,0,0,,0,,,,,,11,0,,1,53,0,,,17503,,,,,0,,,512,81,,,4432,,2,95,37,,831,,153,2,0,0,3628,,,232,2537,127,0,0,25,1,0,10,0,0,,1,0,,,60,0,,,,0,7608,2,0,0,,119,742,,0,3,0,54,,8,0,7,0,,67,452,1508,,34,,1,668,1213,4,,,1181,13,0,340,0,,
Apr-2013,92890,0,,1,0,1,0,0,2060,,386,328,0,0,0,232,1,1,,1457,2,,102,,,2887,,0,63,0,,79,,0,12207,,131,,4272,3566,,3177,,0,,1484,58,,270,12,1,182,0,0,493,1161,381,316,1,,0,,0,,0,136,1860,,0,,321,0,0,282,0,1432,775,,1,60,499,0,,10,17,1040,5,0,0,1173,4,,0,37,338,999,0,819,4557,468,1,,,289,0,,2,,0,125,1,0,,0,,,,,,5,0,,270,74,87,0,,16615,0,,,,,,,478,105,0,,7117,,3,96,6,,276,,88,3,0,,3461,,,81,1619,65,0,0,32,117,0,15,0,170,,1,0,,,149,,0,,,0,3304,1,,,,129,395,,0,2,1,0,,314,,9,,481,60,0,786,,20,,0,1081,591,7,2,0,3817,4,0,386,0,,
May-2013,103584,0,110,,,0,0,0,1759,,241,114,1,0,0,687,2,29,0,3595,2,,4,,,2927,,,212,,0,116,0,0,14486,,76,,6138,5805,,3177,,0,,1265,1,,257,9,1,0,0,0,2177,1294,490,432,0,,0,,0,,0,7,2514,1,0,,,,2,9,287,3308,89,,1,105,1421,0,,5,6,1361,2,0,0,1047,5,,5,112,1309,720,1,277,3160,426,1,0,,308,0,,1,0,1,540,1,1,,,,,,,,145,0,,0,,19,,,12872,0,,,,0,,,1671,77,,,5336,,0,84,14,,75,,725,2,0,,4408,,,5,1150,88,1,473,41,1,0,13,0,83,,0,0,,,44,,0,,,,6512,1,,,,164,419,,0,2,2,1,,131,,18,,350,29,,2112,0,21,,0,7,1098,7,2,0,2245,4,0,686,3,,
Jun-2013,104087,0,0,702,,1,,3,1719,,743,232,0,0,0,506,0,0,,2524,2,,5,0,,6829,,0,,0,,2,0,0,10864,,179,,5708,2916,,2771,,0,,1423,0,,264,5,0,0,0,0,1461,1817,663,325,0,,,,0,,,16,2998,,0,,324,,0,370,0,1424,313,,0,13,626,0,,3,124,1322,2,,0,1874,3,0,0,1,3,1240,1,378,2341,457,1,0,0,283,0,,2,,1,266,,0,,,0,0,,,,139,0,,257,,76,,,13054,0,,,,0,,0,1422,56,0,,6543,,,292,6,0,1452,,59,2,1,0,4813,,,9,1753,2,1,,15,0,165,11,0,78,,,0,,,45,0,,,,0,4034,615,,,,64,1192,,0,2,1,0,,757,0,21,,1032,39,603,2493,0,22,,0,607,1651,468,2,,3557,4,0,611,1,,
Jul-2013,116153,0,55,231,,,,0,1457,0,818,394,0,0,0,1007,1,34,,1307,2,,278,,,9229,,,234,,,162,,0,14390,,51,,4879,4195,,4141,,0,,1235,58,,0,7,0,137,,0,1177,2808,1131,6,0,,0,,,,,3,2755,,0,,0,,0,10,0,2211,489,,0,11,600,0,0,2,94,1260,3,0,0,2210,104,,0,162,655,1857,,466,2841,467,1,,,12,0,,2,,1,294,35,196,,0,,0,,,,4,,,0,,136,0,,17939,0,,,,,,,1294,45,248,,8331,,0,56,7,,1496,,289,1,0,0,5779,,,8,2213,2,0,54,18,2,0,12,0,86,,0,0,,,42,325,0,,,0,2786,0,,,,95,896,,0,0,1,0,,638,1,6,0,570,54,180,2155,,25,,,21,571,623,0,,1998,1,0,977,,,
Aug-2013,113271,0,0,685,0,0,0,0,1128,,928,333,0,,0,732,277,0,,1343,1,166,277,,,6073,,0,235,,,2,1,0,12291,,136,0,5254,2175,,3673,,,0,1468,0,,0,4,0,177,1,,1703,3720,821,885,0,,,,0,,,2,5460,,0,,0,,0,337,97,2197,1,,0,,998,,,2,4,997,4,0,0,841,5,,0,165,345,1389,2,378,4669,882,1,0,,13,,,3,,276,792,2,0,,0,,,,,,349,,,,10,64,222,0,14219,0,,,,,,,2405,85,,,8093,,,52,7,,2732,,366,4,0,,5503,0,,4,2125,143,0,0,22,1,0,15,1,309,,0,0,,,22,,,,,,3302,1,0,,,117,1462,,0,3,33,280,,331,0,306,0,524,13,232,1249,,21,0,0,155,1081,5,,,2965,2,,77,1,,
Sep-2013,105785,,0,1,,0,0,0,1474,,1600,290,0,2,3,1541,1,0,0,1967,1,0,318,,,5537,,,242,,,21,0,0,9501,,126,,1567,2331,,4323,,,,1187,0,,1,8,0,0,,0,1257,4367,285,534,0,,,,,,,321,3264,4,,,0,,1,339,0,1687,268,0,0,11,1567,0,,7,6,1354,5,,21,566,3,0,0,0,342,578,0,605,3066,1,1,,,1382,0,,3,,1,1,0,0,,0,,,,,,144,0,0,881,0,74,,,13994,0,,,,0,,0,161,82,,,15815,,,212,8,,1597,,523,2,0,,3066,,,37,1768,144,1,0,16,110,0,9,0,179,,1,0,,,399,,,,,,2289,0,0,,,120,727,,0,2,1,0,,11,,18,,820,9,323,3639,,11,0,0,175,1861,166,,,1835,4,0,651,1,,
Oct-2013,122610,0,,448,,1,0,4,1494,,18,157,0,,0,395,3,34,,633,1,0,9,,,6342,,0,255,,,82,,0,17344,,58,,3764,6274,,4084,,0,0,1916,61,,0,14,0,0,,0,862,1276,1,732,0,,,,,,,10,5834,,0,,0,,0,435,0,2465,582,,0,5,928,0,0,2,5,1838,528,,22,1580,3,,0,90,5,349,1,38,3102,11,1,,0,96,,,1,,1,246,0,0,,0,,0,,0,,134,0,,433,,66,,,16001,0,,0,,,,,1939,365,,,15127,,,110,9,,1501,,808,2,0,0,3790,,,10,2192,55,0,135,19,116,0,11,0,492,,,0,,,39,,,,,,6146,1,,277,,121,350,,0,2,89,0,,20,0,12,0,449,38,981,2021,0,17,0,0,212,1586,3,1,,1954,5,0,526,0,,
Nov-2013,111421,1,,0,,151,0,0,1312,,605,249,0,0,,1519,3,1,0,1008,2,0,3,,,4853,,,0,,,100,0,1,10771,,135,,4837,4169,,4174,,0,0,1235,0,,1,14,0,308,0,0,1251,1863,2,894,1,,0,0,0,,,0,3762,,0,,,0,0,36,0,2573,0,,0,,1287,,,3,2,1351,4,0,45,1339,3,,,1,345,981,0,227,4659,7,0,,,343,0,,2,,1,430,,2,,300,,,,,,140,,,668,,65,0,,18063,0,,,,0,,0,16,40,,,12058,,0,1,172,,2481,,130,2,0,,4135,0,,3,1824,385,0,147,18,0,0,4,0,0,,1,0,,,32,,0,,,0,4342,1,0,,,25,1852,,,3,1,0,,5,,9,,801,17,366,1749,,18,,0,581,1076,8,1,,2546,2,0,461,1,,
Dec-2013,135815,0,0,,,0,,0,2788,,936,422,0,0,0,1888,4,1,,887,1,0,535,,,7182,,,,,,153,0,1,16371,,207,,4257,6101,,4192,,,,1670,0,,78,25,0,374,0,0,1290,4406,284,318,0,,,,0,,0,5,4858,,0,,0,,0,516,114,1310,388,,0,,1558,0,,3,85,1697,4,0,151,1719,119,,1,0,982,683,1,640,5409,5,1,0,,1494,,0,1,,0,379,0,1,,,,,,,,181,0,,402,,100,0,0,22481,0,,0,,0,,,1319,47,,,8329,,,278,7,,1834,,446,2,0,,3852,0,,5,2985,364,0,135,13,116,512,8,0,900,,1,0,,,28,,,,,,4060,0,0,,,87,2130,,0,2,2,0,,4,0,16,,1379,29,746,2251,0,22,,1,981,1108,3,,,1991,4,0,154,0,,
