Back to Contents,Data 1: Export Volumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,N9130US2,N9132US2,N9132CN2,N9132MX2,N9133US2,NGM_EPG0_EVT_NUS-Z00_MMCF,NGM_EPG0_EVE_NUS-Z00_MMCF,NGM_EPG0_EVE_NUS-NAC_MMCF,NGM_EPG0_EVE_NUS-NAT_MMCF,NGM_EPG0_EVE_NUS-NBF_MMCF,NGM_EPG0_EVE_NUS-NBG_MMCF,NGM_EPG0_EVE_NUS-NBB_MMCF,NGM_EPG0_EVE_NUS-NBE_MMCF,NGM_EPG0_EVE_NUS-NBR_MMCF,NGM_EPG0_EVE_NUS-NCI_MMCF,NGM_EPG0_EVE_NUS-NCH_MMCF,NGM_EPG0_EVE_NUS-NCO_MMCF,NGM_EPG0_EVE_NUS-NHR_MMCF,NGM_EPG0_EVE_NUS-NDR_MMCF,NGM_EPG0_EVE_NUS-NEG_MMCF,NGM_EPG0_EVE_NUS-NFI_MMCF,NGM_EPG0_EVE_NUS-NFR_MMCF,NGM_EPG0_EVE_NUS-NGM_MMCF,NGM_EPG0_EVE_NUS-NGR_MMCF,NGM_EPG0_EVE_NUS-NHA_MMCF,NGM_EPG0_EVE_NUS-NIN_MMCF,NGM_EPG0_EVE_NUS-NID_MMCF,NGM_EPG0_EVE_NUS-NIS_MMCF,NGM_EPG0_EVE_NUS-NIT_MMCF,NGM_EPG0_EVE_NUS-NJM_MMCF,NGM_EPG0_EVE_NUS-NJA_MMCF,NGM_EPG0_EVE_NUS-NJO_MMCF,NGM_EPG0_EVE_NUS-NKU_MMCF,NGM_EPG0_EVE_NUS-NLH_MMCF,NGM_EPG0_EVE_NUS-NMY_MMCF,NGM_EPG0_EVE_NUS-NM6_MMCF,NGM_EPG0_EVE_NUS-NMX_MMCF,NGM_EPG0_EVE_NUS-NNL_MMCF,NGM_EPG0_EVE_NUS-NNU_MMCF,NGM_EPG0_EVE_NUS-NPK_MMCF,NGM_EPG0_EVE_NUS-NPM_MMCF,NGM_EPG0_EVE_NUS-NPL_MMCF,NGM_EPG0_EVE_NUS-NPO_MMCF,NGM_EPG0_EVE_NUS-NRS_MMCF,NGM_EPG0_EVE_NUS-NSN_MMCF,NGM_EPG0_EVE_NUS-NKS_MMCF,NGM_EPG0_EVE_NUS-NSP_MMCF,NGM_EPG0_EVE_NUS-NTW_MMCF,NGM_EPG0_EVE_NUS-NTH_MMCF,NGM_EPG0_EVE_NUS-NTU_MMCF,NGM_EPG0_EVE_NUS-NTC_MMCF,NGM_EPG0_EVE_NUS-NUK_MMCF,NGM_EPG0_ETR_NUS-Z00_MMCF,NGM_EPG0_ETR_NUS-NCA_MMCF,NGM_EPG0_ETR_NUS-NMX_MMCF,NGM_EPG0_ERE_NUS-Z00_MMCF,NGM_EPG0_ERE_NUS-NAT_MMCF,NGM_EPG0_ERE_NUS-NBR_MMCF,NGM_EPG0_ERE_NUS-NCI_MMCF,NGM_EPG0_ERE_NUS-NCH_MMCF,NGM_EPG0_ERE_NUS-NEG_MMCF,NGM_EPG0_ERE_NUS-NIN_MMCF,NGM_EPG0_ERE_NUS-NJA_MMCF,NGM_EPG0_ERE_NUS-NMX_MMCF,NGM_EPG0_ERE_NUS-NPO_MMCF,NGM_EPG0_ERE_NUS-NKS_MMCF,NGM_EPG0_ERE_NUS-NSP_MMCF,NGM_EPG0_ERE_NUS-NTU_MMCF,NGM_EPG0_ERE_NUS-NUK_MMCF,NGM_EPG0_ENC_NUS-Z00_MMCF,NGM_EPG0_ENC_NUS-NCA_MMCF
01/09/2001,33517,27806,10030,17776,5711,,,,,,,,,,,,,,,,,,,,,,,,,,5676,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,
01/10/2001,34452,26827,10907,15920,7625,,,,,,,,,,,,,,,,,,,,,,,,,,7576,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,
01/11/2001,41840,36149,20659,15489,5692,,,,,,,,,,,,,,,,,,,,,,,,,,5644,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,
01/12/2001,41564,35916,25165,10751,5648,,,,,,,,,,,,,,,,,,,,,,,,,,5602,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,
01/01/2002,34491,28835,16274,12562,5656,,,,,,,,,,,,,,,,,,,,,,,,,,5605,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,
01/02/2002,30383,26591,15822,10770,3792,,,,,,,,,,,,,,,,,,,,,,,,,,3755,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,
01/03/2002,38141,32483,14270,18213,5658,,,,,,,,,,,,,,,,,,,,,,,,,,5619,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,
01/04/2002,39194,31740,12619,19122,7454,,,,,,,,,,,,,,,,,,,,,,,,,,7427,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,
01/05/2002,39459,37576,14777,22799,1882,,,,,,,,,,,,,,,,,,,,,,,,,,1853,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
01/06/2002,44939,39327,14379,24948,5612,,,,,,,,,,,,,,,,,,,,,,,,,,5586,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,
01/07/2002,45032,39426,11856,27570,5607,,,,,,,,,,,,,,,,,,,,,,,,,,5588,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,
01/08/2002,46511,40905,11983,28922,5607,,,,,,,,,,,,,,,,,,,,,,,,,,5583,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,
01/09/2002,46563,40952,13471,27482,5611,,,,,,,,,,,,,,,,,,,,,,,,,,5583,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,
01/10/2002,42109,36495,10182,26314,5614,,,,,,,,,,,,,,,,,,,,,,,,,,5571,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
01/11/2002,54589,48942,27678,21264,5647,,,,,,,,,,,,,,,,,,,,,,,,,,5609,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,
01/12/2002,54821,49118,26005,23113,5703,,,,,,,,,,,,,,,,,,,,,,,,,,5660,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,
01/01/2003,58449,52795,24719,28076,5654,,,,,,,,,,,,,,,,,,,,,,,,,,5610,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,
01/02/2003,56393,50784,25546,25238,5609,,,,,,,,,,,,,,,,,,,,,,,,,,5569,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
01/03/2003,51851,46247,28854,17393,5604,,,,,,,,,,,,,,,,,,,,,,,,,,5565,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,
01/04/2003,48831,43194,22661,20532,5637,,,,,,,,,,,,,,,,,,,,,,,,,,5605,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,
01/05/2003,48519,44695,15159,29536,3825,,,,,,,,,,,,,,,,,,,,,,,,,,3798,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,
01/06/2003,51924,48406,17484,30922,3518,,,,,,,,,,,,,,,,,,,,,,,,,,3498,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,
01/07/2003,48707,42143,13429,28714,6564,,,,,,,,,,,,,,,,,,,,,,,,,,6546,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
01/08/2003,50962,45796,14203,31593,5166,,,,,,,,,,,,,,,,,,,,,,,,,,5145,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
01/09/2003,53337,47834,18657,29178,5503,,,,,,,,,,,,,,,,,,,,,,,,,,5475,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,
01/10/2003,62314,54715,20236,34479,7598,,,,,,,,,,,,,,,,,,,,,,,,,,7566,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
01/11/2003,71867,66171,32214,33957,5696,,,,,,,,,,,,,,,,,,,,,,,,,,5659,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,
01/12/2003,76769,71068,37826,33242,5701,,,,,,,,,,,,,,,,,,,,,,,,,,5663,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,
01/01/2004,67024,61908,31054,30854,5116,,,,,,,,,,,,,,,,,,,,,,,,,,5071,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,
01/02/2004,69805,64634,37817,26817,5171,,,,,,,,,,,,,,,,,,,,,,,,,,5130,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,
01/03/2004,90982,85376,55703,29673,5606,,,,,,,,,,,,,,,,,,,,,,,,,,5564,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,
01/04/2004,61916,56277,32720,23557,5639,,,,,,,,,,,,,,,,,,,,,,,,,,5607,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
01/05/2004,60968,59059,26984,32076,1909,,,,,,,,,,,,,,,,,,,,,,,,,,1883,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,
01/06/2004,64227,60439,24424,36016,3788,,,,,,,,,,,,,,,,,,,,,,,,,,3767,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
01/07/2004,67031,61405,23224,38180,5627,,,,,,,,,,,,,,,,,,,,,,,,,,5611,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,
01/08/2004,67491,61887,22575,39313,5604,,,,,,,,,,,,,,,,,,,,,,,,,,5588,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,
01/09/2004,74439,66966,29681,37285,7474,,,,,,,,,,,,,,,,,,,,,,,,,,7445,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,
01/10/2004,61174,55845,21827,34018,5329,,,,,,,,,,,,,,,,,,,,,,,,,,5296,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,
01/11/2004,86431,80824,45803,35020,5607,,,,,,,,,,,,,,,,,,,,,,,,,,5573,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,
01/12/2004,82649,77051,42774,34277,5599,,,,,,,,,,,,,,,,,,,,,,,,,,5563,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,
01/01/2005,91395,85799,53059,32740,5597,,,,,,,,,,,,,,,,,,,,,,,,,,5565,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
01/02/2005,89576,83987,52597,31390,5589,,,,,,,,,,,,,,,,,,,,,,,,,,5560,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
01/03/2005,96220,90634,64725,25909,5586,,,,,,,,,,,,,,,,,,,,,,,,,,5559,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,
01/04/2005,55538,49883,29221,20662,5655,,,,,,,,,,,,,,,,,,,,,,,,,,5630,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,
01/05/2005,58944,55190,28465,26725,3754,,,,,,,,,,,,,,,,,,,,,,,,,,3734,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
01/06/2005,54807,51041,18392,32648,3766,,,,,,,,,,,,,,,,,,,,,,,,,,3744,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,
01/07/2005,55048,47579,17957,29622,7468,,,,,,,,,,,,,,,,,,,,,,,,,,7454,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,
01/08/2005,51987,46391,19254,27137,5596,,,,,,,,,,,,,,,,,,,,,,,,,,5587,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,
01/09/2005,43824,38233,16123,22110,5591,,,,,,,,,,,,,,,,,,,,,,,,,,5577,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,
01/10/2005,41025,35433,15169,20265,5592,,,,,,,,,,,,,,,,,,,,,,,,,,5574,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
01/11/2005,44964,39373,20488,18884,5591,,,,,,,,,,,,,,,,,,,,,,,,,,5574,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,
01/12/2005,45272,39691,22828,16863,5581,,,,,,,,,,,,,,,,,,,,,,,,,,5568,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,
01/01/2006,55600,50022,31979,18043,5579,,,,,,,,,,,,,,,,,,,,,,,,,,5572,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,
01/02/2006,58766,53188,32718,20469,5578,,,,,,,,,,,,,,,,,,,,,,,,,,5563,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,
01/03/2006,69434,63872,37407,26466,5561,,,,,,,,,,,,,,,,,,,,,,,,,,5556,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,
01/04/2006,45181,39599,15651,23948,5582,,,,,,,,,,,,,,,,,,,,,,,,,,5570,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,
01/05/2006,62557,56968,21343,35625,5589,,,,,,,,,,,,,,,,,,,,,,,,,,5575,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,
01/06/2006,65708,60110,22974,37136,5598,,,,,,,,,,,,,,,,,,,,,,,,,,5586,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
01/07/2006,58874,53267,16624,36643,5607,,,,,,,,,,,,,,,,,,,,,,,,,,5595,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
01/08/2006,54739,49099,17187,31912,5640,,,,,,,,,,,,,,,,,,,,,,,,,,5628,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
01/09/2006,52583,48843,22936,25907,3740,,,,,,,,,,,,,,,,,,,,,,,,,,3726,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,
01/10/2006,58904,55708,30440,25268,3196,,,,,,,,,,,,,,,,,,,,,,,,,,3171,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,
01/11/2006,69688,64854,44928,19926,4834,,,,,,,,,,,,,,,,,,,,,,,,,,4806,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,
01/12/2006,71923,67490,46878,20613,4433,,,,,,,,,,,,,,,,,,,,,,,,,,4417,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,
01/01/2007,69221,64344,40663,23680,4878,,,,,,,,,,,,,,,,,,,,,,,,,,4870,,,,,,,,,,,,,0,,,,,,,,,,,7,,,,,,,,,,,,,,,,
01/02/2007,56539,51522,34287,17236,5017,,,,,,,,,,,,,,,,,,,,,,,,,,5001,,,,,,,,,,,,,0,,,,,,,,,,,16,,,,,,,,,,,,,,,,
01/03/2007,77036,72282,53430,18853,4753,,,,,,,,,,,,,,,,,,,,,,,,,,4745,,,,,,,,,,,,,0,,,,,,,,,,,8,,,,,,,,,,,,,,,,
01/04/2007,50736,47227,31748,15479,3509,,,,,,,,,,,,,,,,,,,,,,,,,,3502,,,,,,,,,,,,,0,,,,,,,,,,,7,,,,,,,,,,,,,,,,
01/05/2007,62477,58901,35031,23869,3577,,,,,,,,,,,,,,,,,,,,,,,,,,3568,,,,,,,,,,,,,0,,,,,,,,,,,9,,,,,,,,,,,,,,,,
01/06/2007,57309,53960,28197,25763,3349,,,,,,,,,,,,,,,,,,,,,,,,,,3342,,,,,,,,,,,,,0,,,,,,,,,,,6,,,,,,,,,,,,,,,,
01/07/2007,70660,66412,37897,28516,4247,,,,,,,,,,,,,,,,,,,,,,,,,,4239,,,,,,,,,,,,,0,,,,,,,,,,2,7,,,,,,,,,,,,,,,,
01/08/2007,61870,57554,27608,29945,4316,,,,,,,,,,,,,,,,,,,,,,,,,,4310,,,,,,,,,,,,,0,,,,,,,,,,,6,,,,,,,,,,,,,,,,
01/09/2007,65077,61468,32984,28484,3609,,,,,,,,,,,,,,,,,,,,,,,,,,3604,,,,,,,,,,,,,0,,,,,,,,,,,5,,,,,,,,,,,,,,,,
01/10/2007,63576,59996,31094,28902,3580,,,,,,,,,,,,,,,,,,,,,,,,,,1680,,,,,,,,,,,,,1895,,,,,,,,,,,6,,,,,,,,,,,,,,,,
01/11/2007,86458,83249,57587,25661,3209,,,,,,,,,,,,,,,,,,,,,,,,,,3204,,,,,,,,,,,,,0,,,,,,,,,,,5,,,,,,,,,,,,,,,,
01/12/2007,101495,97055,71671,25384,4441,,,,,,,,,,,,,,,,,,,,,,,,,,4436,,,,,,,,,,,,,0,,,,,,,,,,,5,,,,,,,,,,,,,,,,
01/01/2008,109302,106460,66585,39875,2842,,,,,,,,,,,,,,,,,,,,,,,,,,2835,,,,,,,,,,,,,0,,,,,,,,,,0,6,,,,,,,,,,,,,,,,
01/02/2008,99374,96635,59189,37446,2738,,,,,,,,,,,,,,,,,,,,,,,,,,2733,,,,,,,,,,,,,0,,,,,,,,,,0,5,,,,,,,,,,,,,,,,
01/03/2008,100351,97418,66400,31018,2933,,,,,,,,,,,,,,,,,,,,,,,,,,2926,,,,,,,,,,,,,0,,,,,,,,,,0,7,,,,,,,,,,,,,,,,
01/04/2008,74343,71478,43367,28111,2865,,,,,,,,,,,,,,,,,,,,,,,,,,2860,,,,,,,,,,,,,0,,,,,,,,,,0,5,,,,,,,,,,,,,,,,
01/05/2008,68981,65493,40356,25137,3489,,,,,,,,,,,,,,,,,,,,,,,,,,3485,,,,,,,,,,,,,0,,,,,,,,,,0,3,,,,,,,,,,,,,,,,
01/06/2008,61702,57847,27484,30363,3855,,,,,,,,,,,,,,,,,,,,,,,,,,3849,,,,,,,,,,,,,0,,,,,,,,,,0,6,,,,,,,,,,,,,,,,
01/07/2008,63345,59730,29551,30179,3615,,,,,,,,,,,,,,,,,,,,,,,,,,3613,,,,,,,,,,,,,0,,,,,,,,,,0,2,,,,,,,,,,,,,,,,
01/08/2008,67157,62163,27579,34585,4994,,,,,,,,,,,,,,,,,,,,,,,,,,4994,,,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,
01/09/2008,55330,52197,25683,26514,3133,,,,,,,,,,,,,,,,,,,,,,,,,,3129,,,,,,,,,,,,,0,,,,,,,,,,0,4,,,,,,,,,,,,,,,,
01/10/2008,66843,63897,35446,28451,2946,,,,,,,,,,,,,,,,,,,,,,,,,,2939,,,,,,,,,,,,,0,,,,,,,,,,0,7,,,,,,,,,,,,,,,,
01/11/2008,90432,87288,61464,25825,3144,,,,,,,,,,,,,,,,,,,,,,,,,,3139,,,,,,,,,,,,,0,,,,,,,,,,0,5,,,,,,,,,,,,,,,,
01/12/2008,106101,103438,75545,27892,2663,,,,,,,,,,,,,,,,,,,,,,,,,,2660,,,,,,,,,,,,,0,,,,,,,,,,0,3,,,,,,,,,,,,,,,,
01/01/2009,112989,111138,83544,27594,1851,,,,,,,,,,,,,,,,,,,,,,,,,,1847,,,,,,,,,,,,,0,,,,,,,,,,0,4,,,,,,,,,,,0,,,,,
01/02/2009,103196,100433,75174,25259,2763,,,,,,,,,,,,,,,,,,,,,,,,,,2759,,,,,,,,,,,,,0,,,,,,,,,,0,4,,,,,,,,,,,,,,,,
01/03/2009,103699,100759,76564,24196,2940,,,,,,,,,,,,,,,,,,,,,,,,,,2938,,,,,,,,,,,,,0,,,,,,,,,,0,2,,,,,,,,,,,,,,,,
01/04/2009,80016,78099,55450,22648,1917,,,,,,,,,,,,,,,,,,,,,,,,,,1915,,,,,,,,,,,,,0,,,,,,,,,,0,2,,,,,,,,,,,,,,,,
01/05/2009,77072,75158,46007,29151,1914,,,,,,,,,,,,,,,,,,,,,,,,,,1912,,,,,,,,,,,,,0,,,,,,,,,,0,2,,,,,,,,,,,,,,,,
01/06/2009,66259,64344,36558,27786,1915,,,,,,,,,,,,,,,,,,,,,,,,,,1913,,,,,,,,,,,,,0,,,,,,,,,,0,3,,,,,,,,,,,,,,,,
01/07/2009,76273,72436,41794,30642,3837,,,,,,,,,,,,,,,,,,,,,,,,,,3832,,,,,,,,,,,,,0,,,,,,,,,,0,5,,,,,,,,,,,,,,,,
01/08/2009,78755,76830,45214,31616,1925,,,,,,,,,,,,,,,,,,,,,,,,,,1918,,,,,,,,,,,,,0,,,,,,,,,,0,7,,,,,,,,,,,,,,,,
01/09/2009,83786,79940,46852,33089,3845,,,,,,,,,,,,,,,,,,,,,,,,,,3835,,,,,,,,,,,,,0,,,,,,,,,,0,11,,,,,,,,,,,,,,,,
01/10/2009,78092,76165,47086,29080,1927,,,,,,,,,,,,,,,,,,,,,,,,,,1914,,,,,,,,,,,,,0,,,,,,,,,,0,12,,,,,,,,,,,,,,,,
01/11/2009,96892,94961,65747,29214,1931,,,,,,,,,,,,,,,,,,,,,,,,,,1917,,,,,,,,,,,,,0,,,,,,,,,,0,13,,,,,,,,,,,,,,,,
01/12/2009,115328,108739,80608,28131,6589,,,,,,,,,,,,,,,,,,,,,,,,,,3836,,,,,,,,,,,,,0,,,,,,,,,,0,17,,,,,,,,,,,2735,,,,,
01/01/2010,93570,91632,68232,23400,1939,,,,,,,,,,,,,,,,,,,,,,,,,,1920,,,,,,,,,,,,,0,,,,,,,,,,0,18,,,0,,,,0,0,,,0,0,,0,,
01/02/2010,87820,82732,60310,22422,5088,,,,,,,,,,,,,,,,,,,,,,,,,,1922,,,,,,,,,,,,,0,,,,,,,,,,0,17,,,0,,,,0,0,,,0,3149,,0,,
01/03/2010,99574,97639,76977,20663,1935,,,,,,,,,,,,,,,,,,,,,,,,,,1914,,,,,,,,,,,,,0,,,,,,,,,,0,21,,,0,,,,0,0,,,0,0,,0,,
01/04/2010,75938,72086,50454,21632,3852,,,,,,,,,,,,,,,,,,,,,,,,,,3836,,,,,,,,,,,,,0,,,,,,,,,,0,16,,,0,,,,0,0,,,0,0,,0,,
01/05/2010,85725,83795,54676,29119,1930,,,,,,,,,,,,,,,,,,,,,,,,,,1915,,,,,,,,,,,,,0,,,,,,,,,,0,15,,,0,,,,0,0,,,0,0,,0,,
01/06/2010,90040,85009,51219,33790,5031,,,,,,,,,,,,,,,,,,,,,,,,,,1915,,,,,,,,,,,,,0,,,,,,,,,,0,13,,,0,,,,0,0,,,3103,0,,0,,
01/07/2010,85851,82009,49558,32452,3842,,,,,,,,,,,,,,,,,,,,,,,,,,3829,,,,,,,,,,,,,0,,,,,,,,,,0,13,,,0,,,,0,0,,,0,0,,0,,
01/08/2010,84164,82235,48899,33336,1928,,,,,,,,,,,,,,,,,,,,,,,,,,1916,,,,,,,,,,,,,0,,,,,,,,,,0,12,,,0,,,,0,0,,,0,0,,0,,
01/09/2010,79475,72811,49604,23207,6664,,,,,,,,,,,,,,,,,,,,,,,,,,3829,,,,,,,,,,,,,0,,,,,,,,,,0,13,,,0,,,,0,2822,,,0,0,,0,,
01/10/2010,95974,88069,63371,24697,7906,,,,,,,,,,,,,,,,,,,,,,,,,,1915,,,,,,,,,,,,,0,,,,,,,,,,0,21,,,0,,,,0,0,,,5970,0,,0,,
01/11/2010,123537,113969,83875,30095,9567,,,,,,,,,,,,,,,,,,,,,,,,,,1918,,,,,,,,,,,,,0,,,,,,,,,,0,23,,,3279,,,,0,0,,,0,968,,3379,,
01/12/2010,135121,120010,81572,38439,15111,,,,,,,,,,,,,,,,,,,,,,,,,,3271,,,,,,,,,,,,,0,,,,,,,,,,0,25,,,0,,,,2873,0,,,2735,0,,6206,,
01/01/2011,135721,121333,85171,36162,14388,,,,,,,,,,,0,,,,,,,,,,,,,,,1856,,,,,,,,,,,,,0,,,,,,,,,,0,29,,,0,0,0,,3477,0,,,3157,3007,,2862,0,0
01/02/2011,125014,119966,83577,36388,5049,,,,,,,,,,,0,,,,,,,,,,,,,,,1908,,,,,,,,,,,,,0,,,,,,,,,,0,20,,,0,0,0,,3120,0,,,0,0,,0,0,0
01/03/2011,144360,139347,98465,40883,5013,,,,,,,,,,,0,,,,,,,,,,,,,,,1915,,,,,,,,,,,,,0,,,,,,,,,,0,26,,,0,0,0,,3072,0,,,0,0,,0,0,0
01/04/2011,126374,118630,75750,42880,7743,,,,,,,,,,,0,,,,,,,,,,,,,,,1913,,,,,,,,,,,,,0,,,,,,,,,,0,18,,,0,0,0,,0,0,,,2901,2911,,0,0,0
01/05/2011,131797,123355,79646,43709,8442,,,,,,,,,,,1127,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,0,20,,,1680,0,0,,2873,2741,,,0,0,,0,0,0
01/06/2011,119470,117541,71099,46443,1929,,,,,,,,,,,0,,,,,,,,,,,,,,,1915,,,,,,,,,,,,,0,,,,,,,,,,0,14,,,0,0,0,,0,0,,,0,0,,0,0,0
01/07/2011,113280,110687,63754,46933,2593,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,0,12,,,2581,0,0,,0,0,,,0,0,,0,0,0
01/08/2011,111404,109478,67490,41989,1926,,,,,,,,,,,0,,,,,,,,,,,,,,,1911,,,,,,,,,,,,,0,,,,,,,,,,0,14,,,0,0,0,,0,0,,,0,0,,0,0,0
01/09/2011,126744,116779,77496,39283,9965,,,,,,,,,,,0,,,,,,,,,,,,,,,1916,,,,,,,,,,,,,0,,,,,,,,,,0,15,,,4681,0,3354,,0,0,,,0,0,,0,0,0
01/10/2011,109513,106643,63997,42646,2870,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,0,22,,,0,0,2848,,0,0,,,0,0,,0,0,0
01/11/2011,127599,122730,83861,38869,4869,,,,,,,,,,,0,,,,,,,,,,,,,,,1936,,,,,,,,,,,,,0,,,,,,,,,,0,23,,,0,2910,0,,0,0,,,0,0,,0,0,0
01/12/2011,134374,129159,86688,42471,5215,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,0,23,,,2108,0,0,,0,0,,,3085,0,,0,0,0
01/01/2012,130464,124265,83852,40414,6199,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,0,20,,,0,0,0,,3004,3174,0,,0,0,,0,0,0
01/02/2012,130175,128295,86627,41668,1880,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,0,18,,,0,0,0,,0,1863,0,,0,0,,0,0,0
01/03/2012,141164,138549,92962,45588,2615,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,0,14,,,2601,0,0,,0,0,0,,0,0,,0,0,0
01/04/2012,123150,123132,77652,45480,18,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0,,,,,,,,,,0,18,,,0,0,0,,0,0,0,,0,0,,0,0,0
01/05/2012,132979,130168,78008,52160,2811,,,,,,,,,,,0,,,,,,,,,,,,,,,2794,,,,,,,,,,,,,0,,,,,,,,,,0,17,,,0,0,0,,0,0,0,,0,0,,0,0,0
