Back to Contents,Data 1: Export Volumes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sourcekey,N9130US2,N9132US2,N9132CN2,N9132MX2,N9133US2,NGM_EPG0_EVT_NUS-Z00_MMCF,NGM_EPG0_EVE_NUS-Z00_MMCF,NGM_EPG0_EVE_NUS-NAC_MMCF,NGM_EPG0_EVE_NUS-NAT_MMCF,NGM_EPG0_EVE_NUS-NBF_MMCF,NGM_EPG0_EVE_NUS-NBG_MMCF,NGM_EPG0_EVE_NUS-NBB_MMCF,NGM_EPG0_EVE_NUS-NBE_MMCF,NGM_EPG0_EVE_NUS-NBR_MMCF,NGM_EPG0_EVE_NUS-NCI_MMCF,NGM_EPG0_EVE_NUS-NCH_MMCF,NGM_EPG0_EVE_NUS-NCO_MMCF,NGM_EPG0_EVE_NUS-NHR_MMCF,NGM_EPG0_EVE_NUS-NDR_MMCF,NGM_EPG0_EVE_NUS-NEG_MMCF,NGM_EPG0_EVE_NUS-NFI_MMCF,NGM_EPG0_EVE_NUS-NFR_MMCF,NGM_EPG0_EVE_NUS-NGM_MMCF,NGM_EPG0_EVE_NUS-NGR_MMCF,NGM_EPG0_EVE_NUS-NHA_MMCF,NGM_EPG0_EVE_NUS-NIN_MMCF,NGM_EPG0_EVE_NUS-NID_MMCF,NGM_EPG0_EVE_NUS-NIS_MMCF,NGM_EPG0_EVE_NUS-NIT_MMCF,NGM_EPG0_EVE_NUS-NJM_MMCF,NGM_EPG0_EVE_NUS-NJA_MMCF,NGM_EPG0_EVE_NUS-NJO_MMCF,NGM_EPG0_EVE_NUS-NKU_MMCF,NGM_EPG0_EVE_NUS-NLH_MMCF,NGM_EPG0_EVE_NUS-NMY_MMCF,NGM_EPG0_EVE_NUS-NM6_MMCF,NGM_EPG0_EVE_NUS-NMX_MMCF,NGM_EPG0_EVE_NUS-NNL_MMCF,NGM_EPG0_EVE_NUS-NNU_MMCF,NGM_EPG0_EVE_NUS-NPK_MMCF,NGM_EPG0_EVE_NUS-NPM_MMCF,NGM_EPG0_EVE_NUS-NPL_MMCF,NGM_EPG0_EVE_NUS-NPO_MMCF,NGM_EPG0_EVE_NUS-NRS_MMCF,NGM_EPG0_EVE_NUS-NSN_MMCF,NGM_EPG0_EVE_NUS-NKS_MMCF,NGM_EPG0_EVE_NUS-NSP_MMCF,NGM_EPG0_EVE_NUS-NTW_MMCF,NGM_EPG0_EVE_NUS-NTH_MMCF,NGM_EPG0_EVE_NUS-NTU_MMCF,NGM_EPG0_EVE_NUS-NTC_MMCF,NGM_EPG0_EVE_NUS-NUK_MMCF,NGM_EPG0_ETR_NUS-Z00_MMCF,NGM_EPG0_ETR_NUS-NCA_MMCF,NGM_EPG0_ETR_NUS-NMX_MMCF,NGM_EPG0_ERE_NUS-Z00_MMCF,NGM_EPG0_ERE_NUS-NAT_MMCF,NGM_EPG0_ERE_NUS-NBR_MMCF,NGM_EPG0_ERE_NUS-NCI_MMCF,NGM_EPG0_ERE_NUS-NCH_MMCF,NGM_EPG0_ERE_NUS-NEG_MMCF,NGM_EPG0_ERE_NUS-NIN_MMCF,NGM_EPG0_ERE_NUS-NJA_MMCF,NGM_EPG0_ERE_NUS-NMX_MMCF,NGM_EPG0_ERE_NUS-NPO_MMCF,NGM_EPG0_ERE_NUS-NKS_MMCF,NGM_EPG0_ERE_NUS-NSP_MMCF,NGM_EPG0_ERE_NUS-NTU_MMCF,NGM_EPG0_ERE_NUS-NUK_MMCF,NGM_EPG0_ENC_NUS-Z00_MMCF,NGM_EPG0_ENC_NUS-NCA_MMCF
01/02/1990,7641,,1349,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1990,11333,,3346,3616,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1990,6155,,1080,700,,,,,,,,,,,,,,,,,,,,,,,,,,,4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1990,5906,,486,2467,,,,,,,,,,,,,,,,,,,,,,,,,,,2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1990,6209,,161,1664,,,,,,,,,,,,,,,,,,,,,,,,,,,4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1990,4569,,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/1990,4536,,1,157,,,,,,,,,,,,,,,,,,,,,,,,,,,4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/1990,6597,,1,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1990,6275,,8,429,,,,,,,,,,,,,,,,,,,,,,,,,,,5838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/1990,5897,,1311,212,,,,,,,,,,,,,,,,,,,,,,,,,,,4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/1990,6753,,1153,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1991,9562,,1710,3477,,,,,,,,,,,,,,,,,,,,,,,,,,,4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1991,10566,,3343,2853,,,,,,,,,,,,,,,,,,,,,,,,,,,4370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1991,10001,,1228,4404,,,,,,,,,,,,,,,,,,,,,,,,,,,4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1991,9039,,2,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1991,7744,,36,4762,,,,,,,,,,,,,,,,,,,,,,,,,,,2947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1991,6706,,31,3759,,,,,,,,,,,,,,,,,,,,,,,,,,,2915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1991,7830,,195,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/1991,9526,,540,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,5869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/1991,10737,,446,5921,,,,,,,,,,,,,,,,,,,,,,,,,,,4370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1991,14393,,2245,7776,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/1991,15105,,2385,8349,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/1991,18036,,2630,9586,,,,,,,,,,,,,,,,,,,,,,,,,,,5820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1992,16432,,2377,9687,,,,,,,,,,,,,,,,,,,,,,,,,,,4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1992,13986,,3654,5963,,,,,,,,,,,,,,,,,,,,,,,,,,,4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1992,22511,,11437,6707,,,,,,,,,,,,,,,,,,,,,,,,,,,4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1992,17754,,5980,7371,,,,,,,,,,,,,,,,,,,,,,,,,,,4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1992,19030,,5919,7285,,,,,,,,,,,,,,,,,,,,,,,,,,,5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1992,17812,,6172,7262,,,,,,,,,,,,,,,,,,,,,,,,,,,4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1992,15868,,5230,6258,,,,,,,,,,,,,,,,,,,,,,,,,,,4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/1992,18229,,5074,8778,,,,,,,,,,,,,,,,,,,,,,,,,,,4377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/1992,18136,,5547,8181,,,,,,,,,,,,,,,,,,,,,,,,,,,4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1992,19272,,6290,10063,,,,,,,,,,,,,,,,,,,,,,,,,,,2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/1992,18527,,3487,10674,,,,,,,,,,,,,,,,,,,,,,,,,,,4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/1992,18724,,6611,7743,,,,,,,,,,,,,,,,,,,,,,,,,,,4370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1993,16661,,4249,8045,,,,,,,,,,,,,,,,,,,,,,,,,,,4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1993,12323,,5539,2412,,,,,,,,,,,,,,,,,,,,,,,,,,,4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1993,16229,,6614,3782,,,,,,,,,,,,,,,,,,,,,,,,,,,5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1993,11287,,3880,3036,,,,,,,,,,,,,,,,,,,,,,,,,,,4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1993,11324,,3338,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1993,10554,,3423,4181,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1993,12691,,3592,3936,,,,,,,,,,,,,,,,,,,,,,,,,,,5162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/1993,10623,,2748,3113,,,,,,,,,,,,,,,,,,,,,,,,,,,4761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/1993,9919,,2437,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,5136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1993,8646,,3274,2067,,,,,,,,,,,,,,,,,,,,,,,,,,,3305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/1993,9526,,2907,1862,,,,,,,,,,,,,,,,,,,,,,,,,,,4757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/1993,10399,,2517,1290,,,,,,,,,,,,,,,,,,,,,,,,,,,6592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1994,11097,,4084,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,5466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1994,12898,,7809,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,3630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1994,19156,,12279,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,5510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1994,8959,,3872,1411,,,,,,,,,,,,,,,,,,,,,,,,,,,3676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1994,8462,,2940,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1994,12596,,5775,1278,,,,,,,,,,,,,,,,,,,,,,,,,,,5543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1994,10647,,2823,2268,,,,,,,,,,,,,,,,,,,,,,,,,,,5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/1994,13801,,1259,6981,,,,,,,,,,,,,,,,,,,,,,,,,,,5561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/1994,14236,,1684,6987,,,,,,,,,,,,,,,,,,,,,,,,,,,5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1994,12805,,1591,5659,,,,,,,,,,,,,,,,,,,,,,,,,,,5555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/1994,19384,,4446,9398,,,,,,,,,,,,,,,,,,,,,,,,,,,5540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/1994,17698,,3995,6317,,,,,,,,,,,,,,,,,,,,,,,,,,,7386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1995,13635,,2518,5576,,,,,,,,,,,,,,,,,,,,,,,,,,,5541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1995,13115,,2016,5542,,,,,,,,,,,,,,,,,,,,,,,,,,,5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1995,14630,,2387,6670,,,,,,,,,,,,,,,,,,,,,,,,,,,5573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1995,12138,,2457,5941,,,,,,,,,,,,,,,,,,,,,,,,,,,3741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1995,12477,,1931,6848,,,,,,,,,,,,,,,,,,,,,,,,,,,3698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1995,15606,,2106,7945,,,,,,,,,,,,,,,,,,,,,,,,,,,5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1995,14552,,2446,6526,,,,,,,,,,,,,,,,,,,,,,,,,,,5581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/1995,13520,,2558,3431,,,,,,,,,,,,,,,,,,,,,,,,,,,7531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/1995,11370,,3336,2378,,,,,,,,,,,,,,,,,,,,,,,,,,,5656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1995,12250,,2929,5588,,,,,,,,,,,,,,,,,,,,,,,,,,,3733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/1995,12679,,1627,3535,,,,,,,,,,,,,,,,,,,,,,,,,,,7518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/1995,8146,,1244,1303,,,,,,,,,,,,,,,,,,,,,,,,,,,5599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1996,14186,,7044,1607,,,,,,,,,,,,,,,,,,,,,,,,,,,5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/1996,12828,,5207,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,5621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/1996,15118,,6616,2860,,,,,,,,,,,,,,,,,,,,,,,,,,,5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/1996,10008,,2430,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,5654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/1996,8458,,2809,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/1996,12138,,3001,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,5651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/1996,14385,,3777,3062,,,,,,,,,,,,,,,,,,,,,,,,,,,7546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/1996,17036,,2197,9176,,,,,,,,,,,,,,,,,,,,,,,,,,,5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/1996,10566,,2514,2389,,,,,,,,,,,,,,,,,,,,,,,,,,,5663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/1996,11889,,4311,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,5589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/1996,13979,,6776,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,5670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/1996,12801,,5222,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,5665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/1997,12028,6424,4193,2231,5604,,,,,,,,,,,,,,,,,,,,,,,,,,5604,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/02/1997,12443,6846,5169,1677,5596,,,,,,,,,,,,,,,,,,,,,,,,,,5596,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/03/1997,16276,10601,9115,1486,5675,,,,,,,,,,,,,,,,,,,,,,,,,,5675,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/04/1997,13872,8211,5168,3044,5660,,,,,,,,,,,,,,,,,,,,,,,,,,5660,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/05/1997,10097,6284,4107,2177,3812,,,,,,,,,,,,,,,,,,,,,,,,,,3812,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/06/1997,9527,5741,3162,2579,3786,,,,,,,,,,,,,,,,,,,,,,,,,,3786,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/07/1997,10136,6380,3257,3122,3756,,,,,,,,,,,,,,,,,,,,,,,,,,3756,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/08/1997,17633,10101,3820,6282,7532,,,,,,,,,,,,,,,,,,,,,,,,,,7532,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/09/1997,13055,9288,3129,6159,3767,,,,,,,,,,,,,,,,,,,,,,,,,,3767,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/10/1997,12289,6613,2432,4182,5676,,,,,,,,,,,,,,,,,,,,,,,,,,5676,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/11/1997,13051,7361,5579,1782,5691,,,,,,,,,,,,,,,,,,,,,,,,,,5691,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/12/1997,16600,10968,7318,3650,5631,,,,,,,,,,,,,,,,,,,,,,,,,,5631,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/01/1998,16632,,4930,4257,7446,,,,,,,,,,,,,,,,,,,,,,,,,,7446,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/02/1998,11346,,4502,3117,3726,,,,,,,,,,,,,,,,,,,,,,,,,,3726,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/03/1998,19488,,7851,4202,7435,,,,,,,,,,,,,,,,,,,,,,,,,,7435,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/04/1998,12886,,4509,2675,5702,,,,,,,,,,,,,,,,,,,,,,,,,,5702,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/05/1998,10093,,2083,6119,1891,,,,,,,,,,,,,,,,,,,,,,,,,,1891,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/06/1998,13250,,1938,5617,5695,,,,,,,,,,,,,,,,,,,,,,,,,,5695,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/07/1998,11166,,1634,3852,5679,,,,,,,,,,,,,,,,,,,,,,,,,,5679,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/08/1998,10563,,52,4834,5677,,,,,,,,,,,,,,,,,,,,,,,,,,5676,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
01/09/1998,11957,,1481,2892,7584,,,,,,,,,,,,,,,,,,,,,,,,,,7584,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
01/10/1998,12975,,2127,5167,5682,,,,,,,,,,,,,,,,,,,,,,,,,,5679,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
01/11/1998,12494,,3630,5079,3785,,,,,,,,,,,,,,,,,,,,,,,,,,3776,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,
01/12/1998,16157,,5152,5323,5682,,,,,,,,,,,,,,,,,,,,,,,,,,5662,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
01/01/1999,12400,,2264,4526,5610,,,,,,,,,,,,,,,,,,,,,,,,,,5586,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,
01/02/1999,12934,,2564,4777,5593,,,,,,,,,,,,,,,,,,,,,,,,,,5564,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,
01/03/1999,16035,,4494,5950,5591,,,,,,,,,,,,,,,,,,,,,,,,,,5570,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
01/04/1999,13001,,2246,5049,5706,,,,,,,,,,,,,,,,,,,,,,,,,,5687,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,
01/05/1999,13988,,2212,6108,5668,,,,,,,,,,,,,,,,,,,,,,,,,,5644,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,
01/06/1999,11003,,1953,5278,3772,,,,,,,,,,,,,,,,,,,,,,,,,,3754,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
01/07/1999,13294,,1987,5612,5695,,,,,,,,,,,,,,,,,,,,,,,,,,5675,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
01/08/1999,13079,,2018,5398,5663,,,,,,,,,,,,,,,,,,,,,,,,,,5643,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
01/09/1999,12852,,1959,5267,5626,,,,,,,,,,,,,,,,,,,,,,,,,,5605,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,
01/10/1999,10161,,2339,4086,3736,,,,,,,,,,,,,,,,,,,,,,,,,,3723,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,
01/11/1999,18628,,8018,5001,5609,,,,,,,,,,,,,,,,,,,,,,,,,,5579,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
01/12/1999,16040,,6454,3973,5613,,,,,,,,,,,,,,,,,,,,,,,,,,5577,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,
01/01/2000,17776,,6234,5937,5604,,,,,,,,,,,,,,,,,,,,,,,,,,5569,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,
01/02/2000,21015,,9017,6394,5603,,,,,,,,,,,,,,,,,,,,,,,,,,5566,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,
01/03/2000,20505,,9051,7641,3814,,,,,,,,,,,,,,,,,,,,,,,,,,3769,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,
01/04/2000,17015,,3093,8222,5700,,,,,,,,,,,,,,,,,,,,,,,,,,5670,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
01/05/2000,19810,,3732,10338,5740,,,,,,,,,,,,,,,,,,,,,,,,,,5709,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,
01/06/2000,16249,,3742,8714,3792,,,,,,,,,,,,,,,,,,,,,,,,,,3763,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
01/07/2000,19546,,3762,10157,5626,,,,,,,,,,,,,,,,,,,,,,,,,,5597,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,
01/08/2000,20775,,3900,11248,5627,,,,,,,,,,,,,,,,,,,,,,,,,,5598,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,
01/09/2000,20568,,4682,10265,5620,,,,,,,,,,,,,,,,,,,,,,,,,,5592,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,
01/10/2000,23070,,5327,10197,7546,,,,,,,,,,,,,,,,,,,,,,,,,,7512,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,
01/11/2000,24767,,9877,9154,5736,,,,,,,,,,,,,,,,,,,,,,,,,,5686,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,
01/12/2000,22621,,10169,6834,5617,,,,,,,,,,,,,,,,,,,,,,,,,,5579,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,
01/01/2001,25547,19929,11818,8111,5618,,,,,,,,,,,,,,,,,,,,,,,,,,5571,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,,,
01/02/2001,26882,23126,15116,8009,3756,,,,,,,,,,,,,,,,,,,,,,,,,,3714,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,
01/03/2001,32121,26510,19400,7110,5611,,,,,,,,,,,,,,,,,,,,,,,,,,5569,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,
01/04/2001,23637,18009,12683,5326,5628,,,,,,,,,,,,,,,,,,,,,,,,,,5594,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,
01/05/2001,28981,23268,13328,9940,5713,,,,,,,,,,,,,,,,,,,,,,,,,,5677,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,
01/06/2001,24554,20751,9568,11183,3803,,,,,,,,,,,,,,,,,,,,,,,,,,3780,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,
01/07/2001,31219,25521,10449,15072,5698,,,,,,,,,,,,,,,,,,,,,,,,,,5665,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,
01/08/2001,28965,23248,7567,15682,5717,,,,,,,,,,,,,,,,,,,,,,,,,,5684,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,
